Title3,Following Perseus,Greek,English,Benjamin_Jowett,Schleiermacher,Rahimi,Nikpour,Shojaian,Mohammadi,Mahmoodzadeh,Asimi,1st final translation,2nd final translation,3rd final translation,Kazeminia
0059-003|109.|Cr.47d.1.,0059-003|107.|Cr.47c.5,"οὐκοῦν καὶ τἆλλα, ὦ Κρίτων, οὕτως, ἵνα μὴ πάντα διΐωμεν, καὶ δὴ καὶ περὶ τῶν δικαίων καὶ ἀδίκων καὶ αἰσχρῶν καὶ καλῶν καὶ ἀγαθῶν καὶ κακῶν, περὶ ὧν νῦν ἡ βουλὴ ἡμῖν ἐστιν, πότερον τῇ τῶν πολλῶν δόξῃ δεῖ ἡμᾶς ἕπεσθαι καὶ φοβεῖσθαι αὐτὴν ἢ τῇ τοῦ ἑνός, εἴ τίς ἐστιν ἐπαΐων, ὃν δεῖ καὶ αἰσχύνεσθαι καὶ φοβεῖσθαι μᾶλλον ἢ σύμπαντας τοὺς ἄλλους; ","Then in other matters, not to enumerate them all, in questions of right and wrong and disgraceful and noble and good and bad, which we are now considering, ought we to follow and fear the opinion of the many or that of the one, if there is anyone who knows about them, whom we ought to revere and fear more than all the others?","and is not this true, Crito, of other things which we need not separately enumerate? In the matter of just and unjust, fair and foul, good and evil, which are the subjects of our present consultation, ought we to follow the opinion of the many and to fear them; or the opinion of the one man who has understanding, and whom we ought to fear and reverence more than all the rest of the world: ","Ist es nun nicht eben so mit allem Andern, Kriton, damit wir nicht alles durchgehn; also auch mit dem gerechten und ungerechten, dem schändlichen und schönen, dem guten und bösen, worüber wir eben jetzt beratschlagen, ob wir hierin der Meinung der Mehresten folgen und sie fürchten müssen, oder nur des Einen seiner, wenn es einen Sachverständigen hierin gibt, den man mehr scheuen und fürchten muß als alle Anderen, ","آنگاه در دیگر موارد , بنابراین، ای کریتون همه چیز را مرور نمی‌کنیم , در باب درست و نادرست و زشت و زیبا و خوب و بد , آنچه اکنون درباره آن مقصود ما است , بایستی از عقیده اکثریت پیروی کنیم و بهراسیم یا از [ عقیده ] آن فرد , اگر خبره‌ای وجود دارد , کسی که بایستی بیشتر از همه آن دیگران شرم کنیم و از او بهراسیم ؟",,. و ، ای کریتون ، بنابراین در موارد دیگر، به همانگونه که همه آنان (اکثریت) را به شمار نمی آوریم و علاوه بر این درباره عدالت و ناعدالتی و زشتی و زیبایی و خیر و شر نیز، و درباره آنچه ما اکنون در نظر داریم ، آیا ما باید از پندار اکثریت پیروی کنیم و بر حذر باشیم یا آن یک کس؛ اگر کسی دارای دانشی چنین است باید او را بیش از همه دیگران، محترم شماریم و حذر داریم؟,"و بنابراین در دیگر امور , ای کریتون , بدینگونه , تا نه هر جنبه‌ای را وارسی کنیم , و چه بسا نیز درباره هنجار و ناهنجار و خوب و زشت و نیک و بد , درباره آنچه که اکنون ما را مورد سنجش است , ما از کدام یک از دو بایستی پیروی کنیم و از آن هراسان باشیم , پندار عموم مردم یا دیدگاه آن یک نفر , و اگر فرد حکیمی است که باید بیش از همه دیگران [ نزد او ] سرافکنده و هراسان بود ؟ ","پس ای کریتون , از این روی که قضایایِ دیگر نیز زینسان بُوَد , بدین خاطر که به یکایک شان نپردازیم , به خصوص نسبت به راستی‌ها و ناراستی‌ها , نکویی‌ها و فضاحت‌ها , و نیز شایستگی‌ها و بی کفایتی‌ها که حولِ موضوع بحثِ اکنون ما است , آیا متابعت کردن و پروا داشتنِ قضاوت از جانبِ همگان ما را لازم آید , یا از آنِ همان یک تن و بس ؟ و اگر کارکُشته کسی هست , می‌باید که از چون اویی , بیشتر آزرم داشتن و پروا کردن یا این‌که از خیلِ دیگران ؟","پس در سایر امور نیز ای کریتون , برای اینکه همه را دوباره وارسی نکنیم , مثلا درباره امور عادلانه و ناعادلانه و یا شرم آور و با شکوه و یا زیبا و زشت , درباره همان هایی که اکنون بر ما مقدر است آیا ما را پیروی و بیم از رای بسیاران می بایست یا آنِ همان یکی , اگر باشد کسی که بداند , که می بایست از او بیش از دیگران جملگی , بیم و شرم داشت ؟ ",,,,
0059-003|110.|Cr.47d.2.,0059-003|107.|Cr.47c.5,"ᾧ εἰ μὴ ἀκολουθήσομεν, διαφθεροῦμεν ἐκεῖνο καὶ λωβησόμεθα, ὃ τῷ μὲν δικαίῳ βέλτιον ἐγίγνετο τῷ δὲ ἀδίκῳ ἀπώλλυτο.","And if we do not follow him, we shall injure and cripple that which we used to say is benefited by the right and is ruined by the wrong.",and whom deserting we shall destroy and injure that principle in us which may be assumed to be improved by justice and deteriorated by injustice;,"welchem dann nicht folgend wir uns das verderben werden und verstümmeln, was eben durch das Recht besser wird, durch das Unrecht aber untergeht.","که آیا از او پیروی نخواهیم کرد ,آنچه را که نابود و بی‌حرمت خواهیم کرد , آنچه را از راه درستی به وضع بهتری درمیآید آن است که به ناحق هلاک می‌شود ,",,اگر از او پیروی نکنیم، ما آنچه را که عدالت از آن سود میبرد و ناعدالتی زیان، آزرده و فلک زده خواهیم نمود. ,"اگر از او پیروی نکنیم , آن را هلاک می‌سازیم و آسیب جدی می‌رسانیم , همانی که با هنجاری بهبود می‌یابد اما با ناهنجاری از بین می‌رود . آیا اینطور نیست ؟","اویی که اگر پیروی اش نکنیم , آنچه را که ای بسا با دادگری نکوتر می‌شود ولیکن با بیداد , نقشِ بر آب می‌گردد , بر باد داده و دچار نقصان خواهیم کرد .","اگر او را متابعت نکنیم , ما آنچه را که با عدالت بهتر می شود از بی عدالتی نابود می گردد , آسیب رسانده و تباه خواهیم نمود . ",,,,
0059-003|111.|Cr.47d.3.,0059-003|107.|Cr.47c.5,ἢ οὐδέν ἐστι τοῦτο;,Or is there nothing in this?,is there not such a principle?,Oder gibt es dergleichen nichts?,یا از این قسم هیچ وجود ندارد؟,,یا چیزی در آن نیست؟,,یا جز این است ؟,یا هیچ اینطور نیست ؟,,,,
0059-003|112.|Cr.47d.4.,0059-003|109.|Cr.47d.1.,"Κρίτων. οἶμαι ἔγωγε, ὦ Σώκρατες.","Crito. I think it is true, Socrates.","Cr. Certainly there is, Socrates.","Kriton: Ja wohl, denke ich wenigstens, Sokrates.","دست کم من اینطور فکر می کنم , ای سقراط .",,ای سقراط ، من گمان میکنم [چنین است]. ,"اینطور فکر می‌کنم , ای سقراط .",کریتون : من نیز بر این عقیده‌ام ای سقراط .,کریتون: من باور دارم ای سقراط .,,,,
0059-003|113.|Cr.47e.1.,0059-003|110.|Cr.47d.2.,"Σωκράτης. φέρε δή, ἐὰν τὸ ὑπὸ τοῦ ὑγιεινοῦ μὲν βέλτιον γιγνόμενον, ὑπὸ τοῦ νοσώδους δὲ διαφθειρόμενον διολέσωμεν πειθόμενοι μὴ τῇ τῶν ἐπαϊόντων δόξῃ, ἆρα βιωτὸν ἡμῖν ἐστιν διεφθαρμένου αὐτοῦ; ","Socrates. Well then, if through yielding to the opinion of the ignorant we ruin that which is benefited by health and injured by disease, is life worth living for us when that is ruined? ","Soc. Take a parallel instance; if, acting under the advice of men who have no understanding, we destroy that which is improvable by health and deteriorated by disease- when that has been destroyed, I say, would life be worth having? ","Sokrates: Wohlan denn! wenn wir nun das, was durch das Ungesunde zerrüttet, durch das Gesunde aber gebessert wird, indem wir nicht der Sachkundigen Meinung gehorchen, zerrüttet haben, lohnt es wohl noch zu leben nach dessen Zerrüttung? ","خب آنگاه , اگر آنچه را که در واقع طریق وضع بهتر سلامت است , در پیروی از آن عقیدهٔ جاهلانه با بیماری نابود و تباه کرده‌باشیم , آیا نابودشدهٔ آن ارزش زیستن برای ما را دارد؟",,بنابراین اگر آنچه بدان به طریق تندرستی سود رسانده میشود و به طریق بیماری آسیب؛ با گردن نهادن به پندار نابخردان تباه سازیم ، آیا آنهنگام که آنرا تباه می سازیم زیستنی است(ارزش زیستن دارد)؟,"حال دریاب , همانا اگر با پیروی کردن از دیدگاه نابخردان هلاک سازیم آن را که با امور سالم ( تندرستی ) بهتر می‌شود , اما با امور ناسالم ( ناتندرستی ) ویران می‌شود , آیا با آن مهدوم , [ زندگی ] زیستنی است برای ما ؟ ","سقراط : پس بنگر اگر به آن‌چه که با طلبِ عافیت بهتر شده , امّا با رنجوری خسران دیده باشد , با دنباله روی از پندارِ نابلدان لطمه بزنیم و آن از پای در آمده باشد , آیا برایِ ما زیستنی در کار است ؟",,,,,
0059-003|114.|Cr.47e.2.,0059-003|110.|Cr.47d.2.,ἔστι δέ που τοῦτο σῶμα: ,"And that is the body, ",And that is- the body?,Dies ist aber doch der Leib? ,و آیا بی‌شک همین بدن است؟ ,,,و اما بدون شک آن جسم است : ,"و فی الجمله , آن , تنِ مادی است .",,,,,
0059-003|115.|Cr.47e.3.,0059-003|110.|Cr.47d.2.,ἢ οὐχί;,is it not?,,oder nicht?,یا [ همین ] نیست؟,,یا خیر؟,مگر نه ؟,یا غیر این است ؟,,,,,
0059-003|116.|Cr.47e.4.,0059-003|113.|Cr.47e.1.,Κρίτων. ναί.,Crito. Yes.,Cr. Yes.,Kriton: Ja.,,,   آری,آری .,دست‌کم بسیار .,,,,,
0059-003|117.|Cr.47e.5.,0059-003|114.|Cr.47e.2.,Σωκράτης. ἆρ᾽ οὖν βιωτὸν ἡμῖν ἐστιν μετὰ μοχθηροῦ καὶ διεφθαρμένου σώματος;,Socrates. Then is life worth living when the body is worthless and ruined?,"Soc. Could we live, having an evil and corrupted body?",Sokrates: Lohnt es nun wohl zu leben mit einem abgeschwächten und zerrütteten Leibe?,آیا بر این اساس [ زیستن ] با بدنی رنجور و مستهلک دست‌کم برای من واجد ارزش زیستن است؟,,آیا در واقع زندگی با تنی آسیب دیده و فاسد، زیستنی است ؟,پس آیا [ زندگی ] با جسمی مهدوم و منکوب ارزش زیستن دارد برای ما ؟,"سقراط : آنگاه به راستی , آن برایِ ما سزاوارِ زیستن است ؟ با تنی چنین به فنا رفته و از پای در آمده ؟",,,,,
0059-003|118.|Cr.47e.6.,0059-003|115.|Cr.47e.3.,Κρίτων. οὐδαμῶς.,Crito. Certainly not.,Cr. Certainly not.,Kriton: Keinesweges.,به هیچ روی,,براستی خیر .,به هیچ وجه .,کریتون : به هیچ وجه,,,,,
0059-003|119.|Cr.47e.7.,0059-003|116.|Cr.47e.4.,"Σωκράτης. ἀλλὰ μετ᾽ ἐκείνου ἄρ᾽ ἡμῖν βιωτὸν διεφθαρμένου, ᾧ τὸ ἄδικον μὲν λωβᾶται, τὸ δὲ δίκαιον ὀνίνησιν; ",Socrates. But is it worth living when that is ruined which is injured by the wrong and improved by the right? ,"Soc. And will life be worth having, if that higher part of man be depraved, which is improved by justice and deteriorated by injustice?","Sokrates: Allein wenn jenes zerrüttet ist, soll es doch noch lohnen zu leben, was eben durch Unrechthandeln beschädiget wird durch Rechthandeln aber gewinnt? ","اما آن چیز از این حیث که نابود شده آیا برای ما ارزش زیستن دارد , آن چیزی که از سویی با نادرستی مورد تعدی قرار می‌گیرد و از سویی دیگر از درستی بهره‌مند می‌شود؟",,لیکن آیا آنچه که با جفا آسیب میبیند و با داد سود میبرد و برای ما زیستنی است، نابود میگردد؟,"لیکن آیا برای ما [ زندگی ] با آن ویران گشته , آنیکه همانا با بدکرداری/بدکنشی/رفتار نامناسب آسیب می‌بیند اما با نیکوکرداری/نیک‌کنشی/رفتار مناسب نفع می‌برد , زیستنی است ؟","سقراط : امّا آیا آن چه از پای در آمده , سزاوارِ زیستن چون مایی هست ؟ آن‌چه که ای بسا با بیداد نقصان آرَد , لیکن با دادگری بهبود یابد .",,,,,
0059-003|120.|Cr.48a.1.,0059-003|116.|Cr.47e.4.,"ἢ φαυλότερον ἡγούμεθα εἶναι τοῦ σώματος ἐκεῖνο, ὅτι ποτ᾽ ἐστὶ τῶν ἡμετέρων, περὶ ὃ ἥ τε ἀδικία καὶ ἡ δικαιοσύνη ἐστίν;","Or do we think that part of us, whatever it is, which is concerned with right and wrong, is less important than the body?","Do we suppose that principle, whatever it may be in man, which has to do with justice and injustice, to be inferior to the body?","Oder halten wir das etwa für schlechter als den Leib, was es auch sei von dem unsrigen, worauf Gerechtigkeit und Ungerechtigkeit sich beziehen?","یا می‌پنداریم آن ناچیزتر از بدن است , هر آن چیزی که از آن ماست و به درستی و نادرستی مربوط است؟",,یا آیا می پنداریم بخشی از ما که به جفاو داد میپردازد، فرومایه تر از تن است؟," یا بر پست‌تر بودن آن از جسم باور داریم , هر آنیکه ( آنچه که ) از آن ما است , که آن با هر دوی بدکرداری و نیکوکرداری در ارتباط است ؟","یا اذعان داریم به خوارتر بودن آن در برابرِ تن , آن‌چه که از بهرِ ما ست , آن‌چه قرینِ با دادگری و بیداد است .",,,,,
0059-003|121.|Cr.48a.2.,0059-003|120.|Cr.48a.1.,Κρίτων. οὐδαμῶς.,Crito. By no means.,Cr. Certainly not.,Kriton: Keinesweges.,به هیچ روی,هرگز,نه هرگز .,هرگز .,کریتون : به هیچ وجه .,به هیچ وجه .,,,,
0059-003|122.|Cr.48a.3.,0059-003|121.|Cr.48a.2.,Σωκράτης. ἀλλὰ τιμιώτερον;,Socrates. But more important?,"Soc. More honored, then?",Sokrates: Sondern für edler?,یا که مهتر [ از بدن ] است؟,"در غیر این صورت , ارزنده‌تر است؟",بلکه ارجمند تر؟,"برخلاف ( بالعکس ) , ارزشمندتر ( والاتر ) ؟",سقراط : لیکن گرانمایه‌تر ؟,لیکن ارزشمندتر است ؟,,,,
